idx,sentence
970,Certain it is that the poetry which flowed from him had a smack of all these dainties .
1777,"But the little bride , simple as she was , had a woman 's love of jewels , and could not forego the hope of possessing the very brightest in the world , in spite of the perils with which it must be won ."
3316,"`` This dark old St. Peter has a fierce and ugly scowl , saint though he be , '' continued Walter ; `` he troubles me ."
3918,"Motionless and absorbed , fascinated , as it were , in contemplation of Walter 's portrait , Elinor 's face had assumed precisely the expression of which he had just been complaining ."
1575,"As free-hearted as she was innocent , the girl attacked the intruder with her handkerchief , brushed him soundly and drove him from beneath the maple shade ."
2708,"Their regular advance , their nodding plumes , the sun-flash on their bayonets and musket-barrels , the roll of their drums ascending past me , and the fife ever and anon piercing through , -- these things have wakened a warlike fire , peaceful though I be ."
1481,"Dreamy as the scene was , might it not be a type of the mode in which departed people who had known and loved each other here would hold communion in eternity ?"
3655,"At the motion of his hand the four rioters resumed their seats -- the more readily because their violent exertions had wearied them , youthful though they were ."
467,"The malice of his mental disease , the bitterness lurking at the bottom of his heart , mad as he was , for a blighted and ruined life and love that had been paid with cruel scorn , awoke within the breast of Jervase Helwyse ."
1271,"And , to do the people justice , stern republicans as they had now become , they were well content that the old gentlewoman , in her hoop-petticoat and faded embroidery , should still haunt the palace of ruined pride and overthrown power , the symbol of a departed system , embodying a history in her person ."
1950,"However warmly its inhabitants may seem to welcome you , yet , do what you may and lavish on them what means of happiness you please , they will still be complaining , still craving what it is not in your power to give , still looking forward to some other year for the accomplishment of projects which ought never to have been formed , and which , if successful , would only provide new occasions of discontent ."
2222,"Gloomy as it may seem , there is an influence productive of cheerfulness and favorable to imaginative thought in the atmosphere of a snowy day ."
3737,"The object of my beneficence looked keenly in my face , and discerned that I had none of that abominable spirit , characteristic though it be , of a full-blooded Yankee , which takes pleasure in detecting every little harmless piece of knavery ."
2650,"This old paternal edifice , needy as he was , and though , being centrally situated on the principal street of the town , it would have brought him a handsome sum , the sagacious Peter had his own reasons for never parting with , either by auction or private sale ."
644,"""Impressive, I think you'll agree."""
1584,"Here was the semblance of an incalculable sum , enough to purchase the whole town and build every street anew , but which , vast as it was , no sane man would have given a solid sixpence for ."
1945,"And , lugubrious as his calling might appear , he was as cheerful an old soul as health and integrity and lack of care could make him , and used to set to work upon one sorrowful inscription or another with that sort of spirit which impels a man to sing at his labor ."
290,"Small as my chamber is , it has space enough to contain the ocean-like circumference of an Arabian desert , its parched sands tracked by the long line of a caravan with the camels patiently journeying through the heavy sunshine ."
1685,"Her troubles had come early , and , tedious as they seemed , had passed before all her bloom was fled ."
10,"My courtiers called me the Happy Prince , and happy indeed I was , if pleasure be happiness ."
2349,"For as poor as I appear , I have friends of my own that will be blithe to help me . ''"
4031,"He told me, however strong that tree is, that's how strong his love for me is."
3401,"Rough they were , sure enough ; and bad , I suppose ; but they had many virtues ."
1283,"And Whig as I may be , I am glad the man was beaten . ''"
2772,"Both , at least , I was : tired as I never was before that night ; and grateful to God as I trust I have been often , though never with more cause ."
172,"Even tired as I was , the surprise of what I heard half wakened me ."
941,"Alan had stooped over the bed , and had his face close to my eyes ; to which , troubled as they were with the fever , it seemed of the most shocking bigness ."
3080,Clever we must be to defeat her.
3668,"Angry as I was at these words , and ashamed of my own ignorance , I could scarce keep from smiling that a man who was under the lash of the law -LRB- and was indeed hanged some three years later -RRB- should be so nice as to the descent of his acquaintances ."
1461,"Sick or sound , he must aye be moving ; with the death grapple at his throat he must aye be trailing in the rain on the lang roads ; and when he gants his last on a rickle of cauld stanes , there will be nae friends near him but only me and God . ''"
2562,"Terribly difficult yeah, it's just, it's just miserable stuff erm to try to make sense of."
1297,"`` On again , '' said Dick ; and , tired as they were , and Matcham limping with his injured foot , they pulled themselves together , and once more pelted down the hill ."
2476,"Half starved and over-weary as they were , they lay without moving , sunk in a delightful lassitude ."
3580,"as easy for her as you can, I know--perhaps she'll save you any"
2743,"determined, I remember, to join a circus--no, he wanted to fight"
1563,"Solid as it was , and strongly bolted , it would soon have given way ; but once more fortune interfered ."
2384,"Terrific  except for one think, you didn't actually ask for the client to contact the referrals prior to the approach being made, number five"
3270,"Believing, fool that he was, because I didn't"
3336,"out, and, like the fool that he is, came to me for assistance."
3639,"""Yes, incomprehensible as it may seem to you; for I'd learned to loathe"
4050,"tired, I answer, gravely:"
756,"Excellent voice I mean worth an A Bill, brilliant if you do that, but I mean I'm not, I know speaking to sort of Charles and Tom and Alan, they say that sort of recommendation referrals in Norwich are very difficult but I think if you do it the right way"
1609,"Rude as it was , the hearth in one corner , blackened by fire , and the presence in another of a large oaken chest well fortified with iron , showed it at one glance to be the den of a man , and not the burrow of a digging beast ."
666,"And indeed bad as his clothes were and coarsely as he spoke , he had none of the appearance of a man who sailed before the mast , but seemed like a mate or skipper accustomed to be obeyed or to strike ."
2407,"His words , spirited as they were in meaning , contrasted sadly with the weakness of the voice in which they were uttered ."
2765,"On the night before the funeral he was as drunk as ever ; and it was shocking , in that house of mourning , to hear him singing away at his ugly old sea-song ; but weak as he was , we were all in the fear of death for him , and the doctor was suddenly taken up with a case many miles away and was never near the house after my father 's death ."
3149,"Bare-headed as we were , we ran out at once in the gathering evening and the frosty fog ."
3597,"But my mother , frightened as she was , would not consent to take a fraction more than was due to her and was obstinately unwilling to be content with less ."
1491,"That was all ; but brief as it was , and to me incomprehensible , it filled the squire and Dr. Livesey with delight ."
1616,picturesque as you imagined him; he wasn't the gentle child with
2739,"Terrified as I was , I could not help thinking to myself that this must have been how Mr. Arrow got the strong waters that destroyed him ."
3199,"Captain Smollett , the squire , and Dr. Livesey were talking together on the quarter-deck , and anxious as I was to tell them my story , I durst not interrupt them openly ."
18,"They exchanged guns , and Trelawney , silent and cool as he had been since the beginning of the bustle , hung a moment on his heel to see that all was fit for service ."
2210,"I have said this was the worst thing possible for me , for helpless as she looked in this situation , with the canvas cracking like cannon and the blocks trundling and banging on the deck , she still continued to run away from me , not only with the speed of the current , but by the whole amount of her leeway , which was naturally great ."
3318,horrible thing it was--didn't want to be a burden.
46,"Wounded as he was , it was wonderful how fast he could move , his grizzled hair tumbling over his face , and his face itself as red as a red ensign with his haste and fury ."
442,"British Government, rich as it is, cannot afford to spend a hundred"
561,"For nothing in the world would I have again ventured , shaken as I was , upon the overhanging port shrouds from which Israel had so lately fallen ."
3035,"In any other circumstances it would have been comical to see his slow advance , hesitating as he set down each foot , but holding his closed right hand in front of him ."
3571,"meaningless as it is in Christian Science, and still the faith will"
542,"He himself slept peacefully and snored aloud , yet my heart was sore for him , wicked as he was , to think on the dark perils that environed and the shameful gibbet that awaited him ."
2,"Shaken as I was with these alarms , it was hard for me to keep up with the rapid pace of the treasure-hunters ."
1261,Poor as they might be they would keep together.
963,"I am so big that I can only hide in Pusat Tasek , and if I go anywhere else , all soft as I am now , the sharks and the dogfish will eat me ."
969,"And if I go to Pusat Tasek , all soft as I am now , though I may be safe , I can never stir out to get my food , and so I shall die . '"
1148,"And Pau Amma said , ' I do not choose yet , for , all soft as I am , these gifts would not help me ."
2449,"So ladies and gentlemen, as bleak as it is out there, we have turned this many, this gigantic super tank around that was just wandering out to sea and is heading back to port."
1628,great and beautiful as they may be.
3408,"That's why when some people are in the middle of crowds, excited or not, the crowd don't need to be euphoric, but maybe a certain energy composite, we end up getting not so well."
3055,"Tall as she was, she looked but a"
1426,"grim and sour as you might think him, mellows into confidential"
2843,"Very foolish it is to use the wrong word to a stranger ; for though the heart may be clean of offence , how is the stranger to know that ?"
2967,unshapen as it had since he left home.
4008,"It seems to me that  while you work initially for local councils and local councillors who should,obviously, be the people who have the power and the say,and far be it from me to recommend that you ignore or even threaten to undermine the democratic process,however imperfect it it it may it may be, you have you are working for that local council."
2820,Curious these people are.
2257,"Lovely she is, nimble"
1303,Sweet it would be sometimes to come to the
2604,"handsome he is, and so beautifully male!"
2459,Nice as that would be sometimes.
2894,"` This very night , ' -- the words came slowly , vibrating with triumph -- ` this very night he will be as free as I am from all taint of sin -- assured as I am , when he quits this body , of Freedom from the Wheel of Things ."
2877,"nonsense this might be, and whether he had ever heard of a cabin-boy's"
4012,"angry as could be--""if nothing were honest save what floats on the"
2874,"delightful it would be, and what a pleasant time they could have, if"
3972,"Knight though I was , I pulled my oar amongst the rowers ."
1783,"So Time that is o'er-kind , To all that be , Ordains us e ` en as blind , As bold as she : That in our very death , And burial sure , Shadow to shadow , well persuaded , saith , ` See how our works endure ! '"
929,"anything to do with you, homely as you are?"""
1472,"herself to the prince, ugly and black as she was, and in her wooden"
3787,"But ugly she was, and ugly she remained, and he was"
92,"The beaten tracks of the deer and the pig , all heading toward the river , had striped that colourless plain with dusty gullies driven through the ten-foot grass , and , early as it was , each long avenue was full of first-comers hastening to the water ."
922,"Lean and wrinkled and yellow-tusked though he was , he looked what the Jungle knew him to be -- their master ."
1131,"as small as he likes, and can slip through the eye of a needle, as the"
1740,"Angry as he was at the whole breed and community of Man , something jumped up in his throat and made him catch his breath when he looked at the village roofs ."
1594,"Then he settled down , and , accustomed as the Jackal was to his ways , he could not help starting , for the hundredth time , when he saw how exactly the Mugger imitated a log adrift on the bar ."
3894,As simple as that.
1939,"""So noble he was that she felt sure that he was the one destined to wear"
3688,"`` Wise I may be , '' said Kaa at the end ; `` but deaf I surely am ."
2620,"story--there might have crept into her girlish fancy, young though she"
3894,"A large , warm tear splashed down on his knee , and , miserable as he was , Mowgli felt happy that he was so miserable , if you can understand that upside-down sort of happiness ."
555,As simple as that.
3435,"That is where he proves that smart as he is , he is n't as smart as he thinks he is ."
435,"But  as important as our joint interests are our shared values and I think a very good example of this is our common approach, er er, to the question of the Social Chapter for which the Labour opposition  led, I may say, by two leading G M B spokesmen  Jack  and George   the Labour opposition has fought long and hard for this in parliament, indeed, we have secured a vote on the question  er, after the Queen's ascent, and last month, I myself, as a guest of the Danish social democrats, took the argument to the continent in the Danish referendum, in the second Danish ref referendum, which I'm very glad to say was won!"
1095,importunate did they become that the Queen to get rid of them is said to
1283,"Now , however , lonesome and lost as he was , the sound of a familiar voice made him tingle all over with a friendly feeling ."
4090,"CHAPTER XX WHERE BOWSER WAS When things are at their very worst , As bad , you think , as they can be , Just lay aside your feelings sad ; The road ahead may turn , you see ."
926,"The fact is , bold and impudent as Blacky the Crow is in daylight , he is afraid of the dark ."
3354,Good so it might be it might be something like B R O three or B R O or B R O two something like but it would have oxygen to go with it.
1931,Big as you are I would n't fear you . ''
3318,"But hard as it was for Danny , it did n't begin to be as hard as the game Lightfoot the Deer was playing with the hunter in the Green Forest ."
2820,"Strange as it may seem , Lightfoot is a splendid swimmer , despite his small , delicate feet ."
1820,"For, strange though it may seem,"
1909,"You see , big as he was , he was n't quite so big as Lightfoot , and he knew it ."
1543,"old fellow, ill as he was, had shown a most annoying inclination to"
1891,"Some of them nearly starved to death that first winter , short as it was ."
2388,"And, as for being such a fool as you seem to think me--you"
196,disbelief as he left the room.
1887,"But, stare as he would, he could see nothing more of the creature."
3935,"Ebert, Scheidemann and Landsberg, Socialists though they were,"
260,"Big as he was and mighty as he was , he took the greatest care never to forget the rights of others ."
502,"` Little though she be and humble , she is as much to me as is my Lord of the Prairies who has made her suffer . '"
2671,"As difficult as long range shooting is, it would be even harder without a spotter."
3565,"The government, averse though it was to the employment of force to"
1116,"Why , even little Danny Meadow Mouse has a real tail , short as it is ."
3457,"Very wonderful they seemed to Peter , who had never seen any like them before ."
2724,"Something let us find Earth, dead as it is."
2978,"Round and round , this way and that way , along the cow paths raced Old Jed Thumper with Old Man Coyote at his heels , until at last , out of breath , so tired that it seemed to him he could n't run another step , frightened almost out of his senses , Old Jed Thumper reached his bull-briar castle and was safe ."
1295,"populous as he predicted, its legislators would forthwith cease to be"
3926,"But spry as she is , she is n't as spry as she used to be ."
3989,"Hungry as they were , they HAD to give up for awhile ."
348,"So it is not surprising that Reddy Fox , terribly hungry as he was , should do a little foolish wishing ."
813,"Keen though Morris's intellectual vision was, it was"
2831,"a commanding position, stranger and guest though he was, among the most"
1125,"whom he met there; but his amusing comments on them, as shrewd as they"
2820,"century, fertile though it has been in ignoble royalty."
119,"small-beer character that he is, there can be but little doubt that,"
130,"authority; but what will you have from a creature who, situated as he"
1336,"But the president, as good and wise a friend as Morris had, thought it"
2045,"You see , smart as he is and shrewd as he is , Blacky does n't know anything about the meaning of duty , for he never has to work excepting to get enough to eat ."
2370,"Big as he is , he can walk without making the teeniest , weeniest sound ."
4037,"You see , big as he is and strong as he is , Buster Bear is very shy and bashful , and he has no desire to meet Farmer Brown , or Farmer Brown 's boy , or any other of those two-legged creatures called men ."
57,ferocious derision as they went their way to the guillotine.
320,"Of course , that meant that he could n't run away , which was the thing of all things he most wanted to do , for big as he is and strong as he is , Buster is very shy and bashful when human beings are around ."
2641,"Then, spent as he was, he requested food and drink, and as"
3906,"He was so busy that , sharp as his bright little eyes are , he had not seen Chatterer racing along the snow-covered old stone wall ."
1890,"It was a sullen sound, deep and mysterious as the hoarse"
2297,"The horseman looked for a moment in Francesco's face but, hardened as"
3635,"How can a car, as docile as this one is most of the time, be this exciting?"
3749,"Early as he was , all the little people who live along the Laughing Brook and around the Smiling Pool were waiting for him ."
3943,"Unc ' Billy crept into one of the nests , but frightened as he was , he could n't keep from peeping over the edge to see what would happen ."
1354,Big as you are I would n't fear you . ''
2777,"But hard as it was for Danny , it did n't begin to be as hard as the game Lightfoot the Deer was playing with the hunter in the Green Forest ."
1812,"Strange as it may seem , Lightfoot is a splendid swimmer , despite his small , delicate feet ."
754,"You see , big as he was , he was n't quite so big as Lightfoot , and he knew it ."
1501,"Sharp as are the wits of old Granny Fox , they are not quite so sharp as the wits of Old Man Coyote ."
3914,"So now , impossible as this new story sounded , they did n't dare laugh at it ."
56,"`` You admit that smart as you are you were fooled , and we thought you might like to see the same thing happen to Old Man Coyote . ''"
213,"He was so lame that he said he did n't dare try to go home to the Old Briar-patch for fear that he might meet some one looking for a Rabbit dinner , and he knew that , feeling as he did , he would n't be able to save himself ."
3112,"Sammy Jay saw him there but , smart as Sammy is , he did n't once suspect innocent-looking old Mr. Toad ."
1113,"the entry of that nation into the Great War, long delayed as it was,"
462,"Sharp as they were , his little claws just slipped , and his struggles to get up only resulted in tiring him out and in plunging him wholly beneath the sap ."
2914,"conditions, real and important though they are and have been in shaping"
1088,"Unless he moved , those great eyes of Hooty 's , wonderful as they were , would not see him ."
555,"However wide awake they may have been before they entered that sleepy region , they are sure , in a little time , to inhale the witching influence of the air , and begin to grow imaginative , to dream dreams , and see apparitions ."
1461,"He had , in fact , been a favorite steed of his master 's , the choleric Van Ripper , who was a furious rider , and had infused , very probably , some of his own spirit into the animal ; for , old and broken-down as he looked , there was more of the lurking devil in him than in any young filly in the country ."
2919,justifiable unless it tends to the more complete realisation of these
3997,"Yeah, well, you know, as tempting as that sounds, you know, I'm just not ready to date, so..."
3109,As tight as that?
3120,"Now  erm everyone thought basically this was terrible, that I mean that erm  er people, I think a lot of people would see this, the violence, the, the outrage, and say that this is bad, this is very unlawful  disrespectful and, and dangerous and this is, it is not acceptable."
3005,"battered and you know,."
2596,"It seems to me that however attractive this addendum is, it's taking us away from the real issue which is about the baptism one which the bishop er also kind of brought up er and which we've been exercising ourselves over."
1842,"Sure, miserable indeed."
3101,"gentle and sweet as Rose was, there were very few who cared to broach"
502,"As broad as that,""--and she stretched out"
923,"""When you are older, as old as I am, you will"
301,"as furious an Acadien as you used to be?"""
300,"wicked stone it was that did it, I would throw it into the Bay."""
999,Expensive though the
1448,"ridiculous as I am, you know that I am less so than I used to be."""
2207,"some shyness; for stupid as she was, she recognized the fact that he"
1004,"fool, one would think you had never felt that iron hand in the velvet"
2322,"Like the previous speakers I greatly welcome the concessions er proposed by the Government er in the police aspect of the Bill, although I c can't refrain from commenting that I simply cannot understand why they were surprised at the reaction to their original proposal, given what had already been said in this House and by everybody that they consulted, but welcome though these concessions are, er I myself find them falling short of the ideal in three respects."
437,"institutions of the country, and tyrannous as it will be, no hand will be"
1959,Silly as this may sound this is a very expressive and unconscious form of approval.
3523,"As belligerent as they can be, these fascinating dolphins will remain in a tight-knit social structure enjoying strength in numbers."
1645,"Becareful, I think that one's making a move"
1205,Expensive but I know you won't mind.
1206,"that's right, yeah, that's right, yeah, I mean it's, it's, it's, disgusted when you know a bloke for this firm"
355,And as omnipotent as we are above...
2279,"latter, terribly fierce though they were--for when he bared his teeth in"
2645,"as strange as one might imagine, and there was no end of excitement in"
2812,Sad it is
3293,"smooth-spoken man he could pretend so well to be, was actually himself,"
2759,"She's very concerned and the present line partial though it be, represents a  a blight situation on that, on the, on potential er occupants of that line  and certainly erm  I find myself more in  in er agreement with Darcy's views than I do with the other two councillors of East Grinstead, that's not er not secret"
1094,"Mysterious, mysterious is your heart"
1354,"Mysterious, mysterious is your heart"
2729,"Ship’s mascot and general favourite though he was, his sharp wits soon"
2904,"Wise man that he was, he carried out his final"
403,During the week he come back asking me if I forget about it and withdraw my notice but stubborn as I was I refused.
794,"As brilliant as they were, at least did not test the Heliocentric Theory which places the sun at the center of our universe."
3532,"Fool that he is, he will soon learn that the wit of an"
415,"The Freudian realistic view it seems to me, couldn't allow you to draw either conclusion, you couldn't, neither conclude, that things were better in the past and therefore we ou ought to go back to the golden age, nor, could you conclude that things will ever be any better in the future."
2369,"Well, as crazy as it may seem, it turns out your father really does have two jobs."
670,"However agitated Mr Val becomes, the court will still have to examine the facts that motivated this summons."
1617,"big as I am, an' I bet you're jist as strong."
3353,"angry indeed at having so much pleasure taken from me, she did not dare"
3304,"longing look his face had worn, he now wore a thin, satisfied look,"
3569,"kind hearted Isobel is, and I knew she would see, if I placed it before"
1106,"Repugnant as this man was to him, and"
59,as fast as may be.
207,"as fast as may be, else shall I find my beaux going from me to her,"" was"
2379,"The stiffer they are, the better you and I will be"
1877,"dreadful it is, and there's no erm, I mean no hope for the kids"
2469,"crippled than I was, and the young wits are pushing to the front, whilst"
1077,"coach to be called, he and his comrade drove home together, weary but"
1379,"And as different, and as foreign as this music may sound to western ears, I think that impetus behind it, the power of music to heal spiritually and physically is something that runs throughout cultures across the globe."
3984,"And Victor, egotist that he is, thinks the monster means to be with Victor, when of course, what he means to do is insert himself in community."
1047,crazy because I mean  he knows it's not done by
921,"The dress, lovely though it was in texture and fit,"
1997,revealing as it did his brother’s lack of insight where he (Mark) was
458,"prudent as she ought to be?"""
2730,"But, spectacular and beautiful though it were, though it is, it was not at all clear to anybody what it is and the, what this comes down to is the question that has been hounding us throughout this class, how far?"
4004,"on the baby above mentioned by saying that, young as she is, she"
1821,"by the vastness and splendor of the building, natural as it is to do"
1554,"densely crowded, as it seemed to us, but with a space kept open down"
1782,"persistent as that of a hungry calf, and who made known his desire"
3984,ignorant an ass he is--just as in our beloved Italy the nobles hold all
1029,"large-hearted the minister is, and how surely he declares the whole"
3701,"Tim had stalked about for days, gloomy as could be, after Mother’s"
771,"as bad as it would be to style St. John ""Jack,"" but the West Country"
1322,land-locked the harbour appears to be.
114,"criminal than they are now, which is not expected of them."
1677,"Their odd name, forbidding and ominous though it be, and apparently"
506,"As obvious as that may seem, many forget one thing: the bailout had nothing to do with helping the US economy, nor does it or will it work to help any hurting sovereign economy in the world."
347,Expensive though isn't it?
3059,But swift as were the light cruisers the seaplanes were quicker.
1890,"That, strange as it sounds, is actually an example of the earliest computers, because the earliest computers were what we call fixed-program computers, meaning that they had a piece of circuitry designed to do a specific computation."
3549,"couldn’t have hung on, cut off as they were, only for him."
2376,Lovely it was.
2912,"once, as bright as he could manage, and then lowered the intensity"
1593,"As cheap as things get, you just have to weigh the cost of buying a warranty and look at what all it is going to cover."
831,"His last words as he went to the guillotine were, ""I'm convinced my life has to end now, early as it may seem, for I have fufilled my life's mission."
176,"However unlikely some kind of trade-off might be, both leaders are acutely aware of the possibilities of this summit."
1430,"Erm as desirable as that objective is, the fact of the matter is that inward investors, given the choice of the derelict industrial site in a town centre in North Yorkshire or an out of town motorway junction site to exaggerate the difference, in another part of the country is as likely as not to choose the other place."
644,uneasy as Kennedy proceeded.
3962,"directly to the laboratory, late as it was."
2242,"Fascinated as I was by the mystery of the case, I began to see that he"
429,"Staggering though the loss must have been to him, he had apparently"
1511,"“Oh,” he said, “it is a big loss—yes—but big as it is, it will not"
2539,"much flattered as you seem to imagine, but rather insulted!"
3509,"And then you wait for your friend, apropriated if you can do that."
633,"irritating,--the question of remedies for indigestion seemed to hold"
196,Strange isn't it?
1957,"Gospel, simple though it is, would be denied, disputed, quarrelled"
3077,"The Babylon kingdom collapsed, as large as it was, it disappeared."
377,Irritating is it?
720,small as that.
2308,Lovely that is.
3716,"dear to him, as I believed it to be, he ought without regret to"
2822,Frustrated aren't you when you're tensed up.
576,offered--king’s son though he was--to play the part of a spy and to
346,Serious that is.
3614,impatient—I am willing to believe that you will be constant—that you
517,"And, disorganized is when they have contradictory behaviors with their caregiver or parent after separation."
3020,"Only see one way in which we are like God is in having moral and spiritual capacities  no other creature has moral and spiritual capacities, they do not of the potential to worship, they do not of a code er, er, of moral laws, they're not governed by that, it's a case of, of the, might makes right, it's a case of the strongest the one that survives and the weakest goes to the wall  you've only got to look er at a litter of pups and the last one is the one that's pushed to the back every time isn't it, there's no moral law there, those pups and the, and the bitch doesn't er work out, that because that one is weaker it should be getting more, more nourishment, it should be cared for better, it doesn't work like that in any thing else, but God has placed within humanity a moral responsibility and his place within as a spiritual capacity, were more than just animals, were created in his image, so God created us, capable of knowing him and growing to be like him and in his original creation they're in need of, the, the, the highlight of it was when he came down and communicated and talked with Adam and Eve there in the garden and shared his heart with them and there was this perfect commune between God the creator and man his creation, he never did it to any animal, he didn't go and talk to the trees and the plants perfect though they were, he never looked on any of the other creatures that he had made, wonderful though they may be, beautiful in their colouring, and go and talk with them, but he talks with Adam and he shares his heart with him  his purpose is that Adam should communicate with him and walk with him and has fellowship with him, growing to be like him, but you see even though God created us like that, he didn't create us as puppets, it wasn't God up in heaven pulling the strings and Adam did that and Eve did this and that was how it were, God is not a puppeteer and he made as capable of choosing good and evil, he gave us moral choices, because he made us his moral beings and so we could choose to do this and not to do that, we could choose to, to do this and to leave the other undone."
3033,"twisted, warped, it's in a sense it's exactly the same as the circle, you know you draw the circle it's a line that starts there and goes perfectly round and comes back to the starting point, it's exactly the same as that, but it's been pushed out at the edges, it's been dented in here, it's not recognisable now as that same circle, although it's what it is, and you see what, what has happened is although we've sinned, although we've come short of God's plan, God hasn't destroyed the whole thing, he could so easily just taken up the human life and crumple it up and thrown it on the heap, said finished with them, can't be bothered, I'll start all over again with new people, I'll have a new creation, well he did have a new creation, but he kept that same creation, he said I'm gonna work on it, I'm gonna do something with it, I'm gonna restore it, I'm gonna ransom it, I'm gonna redeem it, I'm gonna make it again, not just like it was, but I'm gonna make it even more wonderful and more beautiful."
2459,rough are they.
3230,"young as I am, Jim.”"
3319,Vaguely aware though she was
1482,"naive that there was about him, an indescribable something that"
3319,"tradesman (apprentice though he had been), and also he genuinely liked"
1115,"Of things, forgotten now, that came to pass;"
2761,"Now, the master method, as powerful as it is, it did have an assumption, you might recall."
3957,"unfortunate things I think, so"
1972,"The answer is simple 8:45 The declaration of independance declared that goverments has no legitement power except those granted to them by the people 8:52 this principle of conscent to the goverment is the basis upon wich the united states goverment was stablished 9:00 The power is granted to the United States Goverment in the constitution do not include the power to print paper money and in no state constitution had the people of any state given that power to their state goverment 9:10 So as incredible as it may sound, the people have obviously reserve to themselves the right to issue mediums of exchange in any form other that coins 9:20 by the way the viewer before reacting to these starktling but indeniable truth by rushing out the purchases of printing paper and ink, should know that a natural barrier exist that makes it inpracticle for everyone to create their own medium of exchange 9:37 Mr jones and anyone else has the right to print their own medium of exchange but they have no power to comple anyone to accept it as payment of debts or as an exchange for goods and services"
2345,As serious as 17 year olds can be.
2491,unrepentant now can you believe that the councils will lead to Swaraj
2360,"A change can be achieved if someone has this dream, as crazy as it is, and he's fulfilling it he's going into this adventure no matter what happens I believe its going to be a positive thing for everyone."
1260,"That would really be a shame because I am really convinced that you are a nice woman, as determined as you are to be perceived otherwise."
995,"For, rude as are the social conditions depicted in these tales,"
2126,"Young though he is, the marks of"
1091,"Youthful he seems, as standing on the very borders of a noble"
1175,"Doubt if you put, oh, we can put four and half thousand people into that!"
279,"A strange thing, verily, it seems to me,"
835,"cried, trembling as he spoke; “no one escapes Cuchulain’s hands"
1342,"Dangerous is what he is, Alice."
3839,"of Watt's “Hope,” and, child though she was, she had divined, in a"
1108,"Interesting is this part, though."
1705,"Man though he was, the bit of clean sail-cloth that did duty as a"
2084,"Gambol though he might,"
2234,"People, when it comes to the dunya, it is unlimited what their ambitions are and they taught us from very young, you can be anything that you want have your ambitions as big, as huge as the whole universe, they teach you when you are young"
2423,"angry if he heard of her naughtiness, bade her go and find the"
3331,"Yes, well, obviously I think, you know they, quite obvious what they are."
3923,"Society, crazy indeed"
700,Disgusting and they're
1443,"claims reckoning from us all, kick though we may against her tyrannies;"
1758,Hot blooded and I'm ready to go
1885,Hot blooded and I'm ready to go
2038,Hot blooded and I'm ready to go
2152,Hot blooded and I'm ready to go
3565,"She's got this  you know, all it is, it's a bit shocking but  it's , shocking and you think well it's a good idea."
4084,As simple as that!
3085,wiser than I am in these things.
3920,"to find that, perfect as she and Serge were in skating, the two Aerians"
254,"the knife against this people, and that, armed as they are, all open"
1213,"possible means have overcome the ten Aerians, armed as they were with"
1796,But terrible as was the state of excitement and anxiety into which it
4051,"what they ought never to have forgotten--that, armed as they were"
143,Marvellous and disquieting as they were they yet gave
1226,Strange isn't it.
308,"son, young as he was, was more than his master both in aerial and naval"
3784,"awful now, it's going to boot, Marks and Spencers."
1251,"However important those are, I feel confident that we could get those in at the end of the week somewhere."
1434,"As easy as that  people who have to work under these conditions, right, in the threat of w threat of labour, have real problems with the kids."
1870,"Not I am sure, alone I know it."
2030,"We flew the flag for metal, as corny as that might sound, that's what we felt we were doing."
3886,"But I also said before that, distinct as it is, the mythical world"
3564,"As hard as we've tried over the years, we just can't seem to get free of one another so..."
2308,"Because as delicious a twist as that would be, it's not going to happen."
2102,"""Clever though you all are,"" he said, ""no woman that ever I met was"
1394,"shattered, as such emotions are apt to be, when the pitied outlaw"
2999,"As isolated and pristine as the Sea of Cortez might have seemed in 1940, it was still subject to the intrusions of the wider world."
470,wonder how 'tis they don't understand me--fools that they are!--and yet
3566,"small as this dim spot, hastening like a dead leaf along, should have"
3811,"bear your hard words, Mark; and bitter though 'twill sound upon your"
4071,"solid though the monster was, it creaked when Vivian's immense bulk"
734,"saying that, hard though it may sometimes be to keep your hands in your"
139,"We want you to know that we view this relationship, as nice as this has been, as a long-term relationship."
1381,abstract as his music is generally considered--not only this elementary
2300,"atmosphere, in an enlarged form, vaguer it may be, but more massive."
3216,"Defect, as it's called."
3644,"The wife clearly would prefer to go to ""Battle of Armageddon"" and the husband, as romantic as he is, would like to go to ""Flower Child."""
829,"Yet, remarkable as it is, this process"
184,"Various as these phenomena are, they fall into the same scheme."
986,Mechanical because it's it's it's erm  when it's  things need kind of things like that.
2336,"rich as he was, Lord Ivywood had made him—and on which side would Lord"
2798,"Virgin as she was, and virginal as she was now become again,"
2879,"As hard as it is with the case loads that you have to do good documentation, I would tell you it is the second most critical thing to do in good visits, because your documentation tells the story of your case on paper."
2213,"recognition, voiced as it presently is in a baying chorus, heads well"
1071,"as wild and daring as any gambler staking his all on a throw of dice,"
3814,"hard sofa, and, cramped and uncomfortable as he was, dozed, being too"
3017,"Terry, “but bare as it is and cold, it seems familiar and somehow more"
383,"Indians, brutal as they were at that time in their treatment of the"
528,"she had learned to love the free life, hard as it was, and she could not"
710,"grays, old as they were, trotted gaily home."
1539,"She was forced to husk the rice, tired as she was, again she had to cook food for them and serve but she uttered no lamentation."
3784,"amused Boyd greatly, advertising as it did, that for once the Trust's"
3986,foolish as the salmon is Alton Clyde.
